neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,log_price
Queens,Sunnyside,40.74446,-73.92019,Entire home/apt,30,8,0.23,150,300,5.214935757608986
Brooklyn,Bay Ridge,40.63864,-74.02728,Entire home/apt,30,0,0.0,1,273,4.68213122712422
Bronx,Longwood,40.81471,-73.90546,Private room,2,66,1.77,2,337,4.8283137373023015
Manhattan,Kips Bay,40.7407633,-73.9781758,Entire home/apt,31,0,0.0,1148,306,5.8888779583328805
Brooklyn,Williamsburg,40.70915,-73.93883,Private room,30,39,1.04,1,236,4.330733340286331
Bronx,Throgs Neck,40.81737,-73.81971,Entire home/apt,30,76,2.03,1,335,4.553876891600541
Brooklyn,Williamsburg,40.71156,-73.95274,Private room,30,63,1.68,1,365,4.418840607796598
Manhattan,Kips Bay,40.73953,-73.98218,Entire home/apt,30,1,0.03,1,314,5.030437921392435
Staten Island,St. George,40.64544,-74.08525,Private room,2,113,3.02,2,321,5.0106352940962555
Manhattan,Midtown,40.75559,-73.96702,Entire home/apt,30,0,0.0,7,281,5.41610040220442
Brooklyn,Bedford-Stuyvesant,40.68475,-73.92567,Entire home/apt,30,1,0.03,1,83,5.298317366548036
Manhattan,Midtown,40.7604361,-73.96852299999999,Entire home/apt,31,0,0.0,1148,0,7.220373836723949
Manhattan,Upper East Side,40.76935,-73.95573,Entire home/apt,30,1,0.03,93,333,5.030437921392435
Brooklyn,East Flatbush,40.65021,-73.93126,Private room,30,0,0.0,4,361,3.871201010907891
Brooklyn,Flatbush,40.62895,-73.96398,Private room,30,9,0.24,4,365,5.41610040220442
Queens,East Elmhurst,40.76289,-73.88182,Private room,2,123,3.32,2,337,4.382026634673881
Queens,East Elmhurst,40.76363,-73.88042,Private room,2,127,3.39,2,286,4.127134385045092
Brooklyn,South Slope,40.66703,-73.98928,Shared room,2,95,2.53,1,330,5.849324779946859
Brooklyn,Fort Greene,40.69022,-73.97863,Private room,30,30,0.81,5,254,4.382026634673881
Manhattan,Harlem,40.81672,-73.94285,Private room,30,3,0.08,3,365,5.003946305945459
Brooklyn,Fort Greene,40.6893553,-73.9777045,Private room,30,19,0.52,5,364,4.718498871295094
Brooklyn,Brighton Beach,40.57865,-73.96422,Entire home/apt,30,35,0.94,1,159,5.135798437050262
Brooklyn,Bedford-Stuyvesant,40.6950481458014,-73.9379754058466,Private room,30,0,0.0,1,363,4.709530201312334
Manhattan,Lower East Side,40.71732,-73.98404,Entire home/apt,30,11,0.3,2,41,4.787491742782046
Manhattan,Midtown,40.75567,-73.9706,Entire home/apt,30,1,0.24,15,350,5.7745515455444085
Brooklyn,East New York,40.6747397,-73.8843447,Private room,1,35,0.94,1,337,4.875197323201151
Brooklyn,Cypress Hills,40.68085991337582,-73.8904696883606,Private room,30,13,0.36,12,348,4.007333185232471
Brooklyn,Cypress Hills,40.681104,-73.8903624,Private room,30,10,0.29,12,352,4.174387269895637
Brooklyn,Cypress Hills,40.681104,-73.8903624,Private room,30,11,0.31,12,304,4.007333185232471
Brooklyn,Cypress Hills,40.681104,-73.8903624,Private room,30,13,0.36,12,268,3.9512437185814275
Manhattan,Kips Bay,40.7417751,-73.9770681,Entire home/apt,30,6,0.16,138,318,5.1298987149230735
Brooklyn,Cypress Hills,40.68906,-73.87221,Private room,30,37,1.01,4,347,4.007333185232471
Manhattan,Washington Heights,40.84006,-73.93542,Private room,30,9,0.25,1,61,4.465908118654584
Staten Island,Randall Manor,40.6288717,-74.1269552,Private room,30,5,0.14,1,179,4.77912349311153
Brooklyn,East Flatbush,40.6484658,-73.9174968,Private room,2,291,7.82,1,238,5.3706380281276624
Queens,Astoria,40.7657,-73.92092,Entire home/apt,30,6,0.16,1,184,5.0106352940962555
Brooklyn,Carroll Gardens,40.68180400247658,-73.99845505469206,Entire home/apt,30,16,0.43,1,147,5.598421958998375
Manhattan,Upper West Side,40.80063,-73.96332,Private room,30,18,0.48,2,365,4.31748811353631
Manhattan,Upper West Side,40.80195,-73.96906,Private room,30,6,0.16,1,180,4.844187086458591
Brooklyn,Bedford-Stuyvesant,40.69063,-73.941778,Entire home/apt,3,101,2.71,1,266,5.733341276897746
Brooklyn,Bushwick,40.68716,-73.91644,Private room,30,2,0.05,2,180,4.356708826689592
Manhattan,Kips Bay,40.74013,-73.98152,Entire home/apt,31,0,0.0,1148,356,6.045005314036012
Brooklyn,Bedford-Stuyvesant,40.6847,-73.93248,Entire home/apt,30,2,0.06,1,358,5.19295685089021
Brooklyn,Bushwick,40.69774,-73.90831,Private room,30,70,1.89,9,176,4.543294782270004
Brooklyn,Flatlands,40.6249207,-73.93380069999999,Private room,2,112,3.21,1,247,4.700480365792417
Brooklyn,Flatbush,40.64226,-73.95566,Private room,30,6,0.16,1,364,4.174387269895637
Queens,Sunnyside,40.74062,-73.92702,Entire home/apt,30,0,0.0,1,83,4.465908118654584
Queens,Rosedale,40.66144,-73.74082,Entire home/apt,30,21,0.58,1,331,4.07753744390572
Queens,Arverne,40.59709,-73.79926,Private room,1,205,5.54,1,331,4.454347296253507
Brooklyn,Flatbush,40.652328885638816,-73.96216524662702,Private room,30,2,0.05,1,237,4.0943445622221
Manhattan,Hell's Kitchen,40.77179,-73.99372,Private room,30,1,0.19,2,298,5.099866427824199
Queens,Cambria Heights,40.699586,-73.733054,Private room,1,290,7.82,1,242,4.61512051684126
Queens,Ozone Park,40.673863979782425,-73.84593831731425,Entire home/apt,30,0,0.0,2,365,4.634728988229636
Brooklyn,Greenpoint,40.73068,-73.95731,Entire home/apt,30,9,0.3,1,101,5.075173815233827
Queens,Astoria,40.76495,-73.92225,Private room,30,42,1.13,2,299,4.290459441148391
Manhattan,Gramercy,40.7359,-73.98123,Private room,3,72,1.98,1,205,6.1092475827643655
Manhattan,Gramercy,40.73394,-73.98417,Entire home/apt,30,5,0.14,2,30,5.857933154483459
Manhattan,East Harlem,40.79452702991579,-73.94585912667414,Private room,5,177,5.28,1,18,4.672828834461906
Manhattan,East Harlem,40.7943,-73.94606,Private room,5,200,5.37,1,9,4.787491742782046
Queens,Ridgewood,40.70675,-73.89751,Entire home/apt,30,45,1.22,10,364,5.8998973535824915
Manhattan,SoHo,40.72381,-74.00246,Entire home/apt,30,12,0.35,1,168,6.620073206530356
Queens,St. Albans,40.7043694,-73.76659149999999,Private room,31,35,0.95,6,31,3.6375861597263857
Bronx,Edenwald,40.88277,-73.83811,Entire home/apt,30,0,0.0,1,210,5.2832037287379885
Queens,St. Albans,40.70484,-73.7674,Private room,30,26,0.7,6,46,3.58351893845611
Brooklyn,Williamsburg,40.70515,-73.93254,Private room,30,6,0.18,7,180,4.2626798770413155
Queens,St. Albans,40.70542,-73.76568,Private room,30,22,0.6,6,32,3.58351893845611
Brooklyn,Cypress Hills,40.68922,-73.87054,Private room,30,25,0.67,3,361,4.2626798770413155
Brooklyn,Canarsie,40.64001,-73.91591,Entire home/apt,30,5,0.15,1,270,4.663439094112067
Brooklyn,Canarsie,40.64683,-73.89982,Private room,30,0,0.0,1,365,5.616771097666572
Queens,Astoria,40.759928,-73.923433,Entire home/apt,2,146,4.17,1,149,5.318119993844216
Brooklyn,Sheepshead Bay,40.58352,-73.95222,Private room,3,74,1.99,1,311,5.187385805840755
Bronx,Belmont,40.85312,-73.88892,Private room,30,40,1.08,3,365,4.30406509320417
Bronx,Belmont,40.85476,-73.88898,Private room,30,28,0.77,3,365,4.31748811353631
Brooklyn,Williamsburg,40.71796817821731,-73.94981883466244,Private room,30,5,0.15,8,352,4.454347296253507
Manhattan,Midtown,40.74791,-73.98677,Private room,1,70,2.05,69,107,5.159055299214529
Brooklyn,Sunset Park,40.66315,-73.99262,Shared room,1,139,3.76,2,117,5.746203190540153
Manhattan,West Village,40.73756,-73.99825,Entire home/apt,30,15,0.42,184,140,4.867534450455582
Brooklyn,Cypress Hills,40.68281,-73.88062,Private room,4,111,2.98,1,144,4.418840607796598
Manhattan,Washington Heights,40.85177,-73.9323,Entire home/apt,30,8,0.23,184,334,5.0369526024136295
Brooklyn,Williamsburg,40.70698,-73.95028,Entire home/apt,30,67,1.8,1,365,5.5053315359323625
Queens,Kew Gardens,40.70382,-73.83087,Private room,2,95,2.59,1,321,4.962844630259907
Brooklyn,Bedford-Stuyvesant,40.68055,-73.93951,Entire home/apt,30,0,0.0,1,83,4.499809670330265
Brooklyn,Williamsburg,40.71654,-73.94237,Shared room,2,201,5.59,1,291,5.5053315359323625
Bronx,Spuyten Duyvil,40.8809530529571,-73.91732449206545,Private room,30,0,0.0,1,365,5.19295685089021
Manhattan,Harlem,40.81534,-73.94487,Entire home/apt,30,1,0.04,77,364,5.537334267018537
Manhattan,Hell's Kitchen,40.7663381,-73.9890258,Entire home/apt,30,6,0.18,239,291,5.1647859739235145
Brooklyn,Brighton Beach,40.58263,-73.95803,Private room,1,184,4.97,2,343,4.59511985013459
Manhattan,Harlem,40.8058285,-73.9539762,Entire home/apt,30,2,0.07,1,365,5.521460917862246
Queens,Far Rockaway,40.597922084349655,-73.74731004238129,Entire home/apt,30,2,0.2,2,181,4.74493212836325
Manhattan,Washington Heights,40.85642,-73.9303,Private room,30,3,0.1,1,191,4.248495242049359
Manhattan,East Village,40.72717,-73.98863,Private room,30,0,0.0,1,362,4.787491742782046
Bronx,Throgs Neck,40.8109,-73.80372,Private room,30,52,1.53,1,365,4.8283137373023015
Staten Island,Mariners Harbor,40.63452,-74.16582,Private room,30,9,0.25,1,365,4.31748811353631
Manhattan,Upper East Side,40.76845,-73.95568,Entire home/apt,30,11,0.31,3,169,5.0106352940962555
Brooklyn,Flatbush,40.64194,-73.95234,Private room,30,30,0.82,2,276,3.970291913552122
Queens,Jamaica,40.70418,-73.79819,Entire home/apt,30,44,1.24,2,364,5.961005339623274
Brooklyn,Prospect-Lefferts Gardens,40.655250849778525,-73.95686265081167,Private room,30,47,1.26,1,270,4.48863636973214
Brooklyn,East New York,40.65913,-73.8935,Entire home/apt,30,37,0.99,1,179,4.68213122712422
Queens,Astoria,40.75875,-73.91629,Private room,30,6,0.21,2,364,3.912023005428146
Manhattan,Washington Heights,40.83784,-73.94114,Private room,2,79,2.14,2,73,4.59511985013459
Brooklyn,Flatbush,40.62983,-73.96376,Private room,30,3,0.08,4,365,5.41610040220442
Brooklyn,Bedford-Stuyvesant,40.68258,-73.91298,Private room,30,41,1.13,1,364,5.4116460518550396
Manhattan,Nolita,40.72092,-73.99577,Entire home/apt,30,70,2.02,1,309,4.875197323201151
Brooklyn,Williamsburg,40.71128,-73.9535,Private room,30,4,0.11,1,365,5.081404364984463
Brooklyn,Canarsie,40.64599183202577,-73.89391188621977,Private room,3,65,1.76,1,362,5.170483995038151
Queens,Ditmars Steinway,40.77272,-73.90865,Private room,2,107,2.93,1,114,4.9344739331306915
Manhattan,Upper West Side,40.798089670465366,-73.9663398289194,Entire home/apt,1,179,4.85,1,290,5.198497031265826
Queens,Far Rockaway,40.59614,-73.76051,Entire home/apt,30,32,0.86,1,240,4.787491742782046
Queens,Rosedale,40.65518,-73.74397,Private room,30,26,0.7,2,270,5.5134287461649825
Brooklyn,Bushwick,40.6900707,-73.9196438,Entire home/apt,30,16,0.44,7,336,4.634728988229636
Queens,Ridgewood,40.69803,-73.89703,Entire home/apt,30,23,0.63,3,356,4.700480365792417
Queens,Bellerose,40.73167,-73.7371,Entire home/apt,30,11,0.31,4,273,4.74493212836325
Brooklyn,Crown Heights,40.66603,-73.92886,Private room,30,43,1.18,1,60,4.07753744390572
Queens,Forest Hills,40.73214,-73.84809,Private room,30,0,0.0,10,269,4.31748811353631
Manhattan,Kips Bay,40.74269,-73.97373,Entire home/apt,30,0,0.0,93,332,5.5909869805108565
Manhattan,Midtown,40.7645120386825,-73.9779117433655,Private room,1,1,0.53,12,93,6.501289670540389
Manhattan,Kips Bay,40.74304,-73.97352,Entire home/apt,30,0,0.0,93,365,5.4680601411351315
Manhattan,Midtown,40.7645120386825,-73.9779117433655,Private room,1,1,0.09,12,104,6.18826412308259
Manhattan,Midtown,40.7645120386825,-73.9779117433655,Private room,1,0,0.0,12,95,6.501289670540389
Manhattan,Midtown,40.7645120386825,-73.9779117433655,Private room,1,0,0.0,12,98,6.756932389247553
Manhattan,Midtown,40.7643688,-73.9779065,Private room,1,0,0.0,12,96,7.077498053569231
Manhattan,Midtown,40.7566277,-73.979546,Private room,1,3,0.24,10,255,6.003887067106539
Bronx,Concourse,40.82214,-73.92868,Private room,1,142,4.12,2,311,5.003946305945459
Queens,Ridgewood,40.71131949999999,-73.9082014,Private room,30,12,0.36,8,365,4.762173934797756
Manhattan,West Village,40.7390917,-74.0015969,Entire home/apt,31,0,0.0,1148,331,6.0844994130751715
Queens,Ridgewood,40.70405,-73.89761,Entire home/apt,30,0,0.0,8,364,6.251903883165888
Queens,Ridgewood,40.71131949999999,-73.9082014,Private room,30,4,0.12,8,365,4.68213122712422
Queens,Ridgewood,40.71131949999999,-73.9082014,Private room,30,12,0.37,8,365,4.68213122712422
Queens,Ridgewood,40.7119,-73.90896,Private room,30,9,0.28,8,365,4.762173934797756
Brooklyn,Bedford-Stuyvesant,40.67753,-73.92585,Private room,30,4,0.11,2,268,4.653960350157523
Queens,Flushing,40.7617467,-73.80524919999999,Private room,2,55,1.49,2,365,5.10594547390058
Manhattan,Midtown,40.764735605917,-73.9773830117433,Private room,1,9,0.54,9,267,6.003887067106539
Manhattan,Midtown,40.764735605917,-73.9773830117433,Private room,1,0,0.0,9,252,6.318968113746434
Manhattan,Midtown,40.76474,-73.97738,Private room,1,0,0.0,9,157,6.898714534329988
Manhattan,Midtown,40.764735605917,-73.9773830117433,Private room,1,0,0.0,9,199,7.165493475060845
Manhattan,Midtown,40.764735605917,-73.9773830117433,Private room,1,0,0.0,9,266,6.5998704992128365
Manhattan,Midtown,40.764735605917,-73.9773830117433,Private room,1,0,0.0,9,263,6.877296071497429
Bronx,Concourse,40.82379,-73.92611,Entire home/apt,30,0,0.0,1,365,4.820281565605037
Brooklyn,Fort Greene,40.68402,-73.97276,Entire home/apt,3,68,2.03,1,185,5.58724865840025
Manhattan,East Village,40.730657,-73.988651,Entire home/apt,31,0,0.0,1148,57,6.09807428216624
Brooklyn,Williamsburg,40.7028,-73.94369,Private room,30,2,0.07,226,60,4.0943445622221
Bronx,Mott Haven,40.80829,-73.91863,Private room,1,8,0.22,1,357,5.66988092298052
Manhattan,Chinatown,40.71414311105654,-73.99326894432306,Entire home/apt,30,7,0.21,6,252,5.3706380281276624
Manhattan,Midtown,40.75717,-73.96741,Entire home/apt,30,11,0.3,1,177,5.501258210544727
Brooklyn,East Flatbush,40.6466201,-73.9474399,Entire home/apt,30,16,0.44,1,269,4.867534450455582
Manhattan,Nolita,40.7223006,-73.9954205,Entire home/apt,31,0,0.0,1148,119,5.8664680569332965
Manhattan,Upper West Side,40.77507249999999,-73.98864979999996,Entire home/apt,31,0,0.0,1148,310,6.56244409369372
Queens,Forest Hills,40.7331431,-73.8483534,Entire home/apt,30,2,0.08,10,341,4.919980925828125
Brooklyn,Crown Heights,40.67154548441004,-73.95360362337279,Entire home/apt,30,0,0.0,1,268,5.480638923341991
Queens,Briarwood,40.70973,-73.80849,Private room,30,2,0.06,4,0,3.912023005428146
Queens,Briarwood,40.71171,-73.80844,Private room,30,10,0.3,4,88,3.9889840465642745
Queens,East Elmhurst,40.76451368487214,-73.88349327918405,Entire home/apt,30,7,0.25,1,365,4.61512051684126
Brooklyn,Prospect-Lefferts Gardens,40.65918,-73.94173,Entire home/apt,30,30,0.82,1,365,5.204006687076795
Queens,Kew Gardens,40.703446124484934,-73.83458311671613,Entire home/apt,30,0,0.0,1,45,4.605170185988092
Manhattan,Hell's Kitchen,40.7606,-73.98883,Entire home/apt,30,4,0.11,47,286,4.836281906951478
Queens,Sunnyside,40.74001,-73.91885,Private room,2,93,2.52,3,210,4.7535901911063645
Queens,Fresh Meadows,40.74165619158139,-73.7877759570175,Private room,1,24,0.66,6,365,5.1647859739235145
Queens,Springfield Gardens,40.68863,-73.75079,Private room,3,69,1.88,4,336,4.442651256490317
Brooklyn,Crown Heights,40.67133,-73.96107,Entire home/apt,30,4,0.12,1,166,5.075173815233827
Brooklyn,Brownsville,40.65738,-73.90871,Private room,1,51,1.39,3,297,4.672828834461906
Manhattan,Midtown,40.7513000619654,-73.9848183101838,Private room,1,0,0.0,2,280,6.80903930604298
Queens,Maspeth,40.7201831,-73.9056808,Private room,30,0,0.0,1,365,4.356708826689592
Queens,Maspeth,40.740706,-73.90764,Private room,30,19,0.52,3,286,4.007333185232471
Manhattan,Midtown,40.76502,-73.98361,Entire home/apt,30,1,0.04,4,352,5.4680601411351315
Manhattan,Murray Hill,40.74453,-73.97282,Entire home/apt,30,0,0.0,4,351,5.472270673671475
Manhattan,Upper East Side,40.76939,-73.95498,Entire home/apt,30,0,0.0,93,255,5.030437921392435
Queens,Ridgewood,40.70262,-73.898,Entire home/apt,30,2,0.06,10,364,5.993961427306569
Manhattan,Upper East Side,40.78176,-73.95405,Entire home/apt,30,0,0.0,93,306,5.493061443340548
Brooklyn,Prospect-Lefferts Gardens,40.66039,-73.95681,Private room,30,44,1.23,1,270,5.262690188904886
Queens,Briarwood,40.71177,-73.80657,Private room,30,15,0.43,4,217,4.0943445622221
Queens,Briarwood,40.71171,-73.80716,Private room,30,11,0.31,4,333,3.828641396489095
Manhattan,Harlem,40.83052026225525,-73.94626211757664,Private room,365,0,0.0,1,365,4.110873864173311
Manhattan,Chelsea,40.7426016,-73.997586,Entire home/apt,30,8,0.23,41,337,6.124683390894205
Manhattan,Chelsea,40.742602,-73.997586,Entire home/apt,30,11,0.31,41,340,5.459585514144159
Bronx,Bronxdale,40.85681,-73.86439,Entire home/apt,30,49,1.33,1,270,5.075173815233827
Bronx,Williamsbridge,40.88488730830268,-73.86029987548184,Private room,30,3,0.12,3,241,3.6888794541139363
Brooklyn,Bay Ridge,40.62673,-74.02554,Private room,30,1,0.03,1,364,5.075173815233827
Queens,Springfield Gardens,40.66012,-73.76298,Private room,30,3,0.08,3,363,4.174387269895637
Brooklyn,Crown Heights,40.67687,-73.92505,Private room,30,3,0.09,3,183,3.784189633918261
Manhattan,Hell's Kitchen,40.75649689999999,-73.9936918,Entire home/apt,30,3,0.12,241,357,5.713732805509369
Queens,Rosedale,40.65263,-73.73418,Private room,30,13,0.36,1,365,4.2626798770413155
Brooklyn,Bushwick,40.70808,-73.92212,Entire home/apt,30,24,0.65,2,365,5.87493073085203
Bronx,Norwood,40.87557,-73.88701,Entire home/apt,30,6,0.17,1,316,5.0106352940962555
Queens,Belle Harbor,40.57692,-73.84524,Entire home/apt,30,26,0.73,1,177,5.017279836814924
Queens,Astoria,40.76051,-73.92059,Entire home/apt,30,9,0.25,1,273,4.820281565605037
Brooklyn,Bedford-Stuyvesant,40.68389,-73.9395,Private room,3,77,2.19,2,138,5.030437921392435
Manhattan,Upper East Side,40.78435,-73.94839,Entire home/apt,30,5,0.15,1,273,5.521460917862246
Manhattan,West Village,40.73332389999999,-74.0021707,Entire home/apt,31,0,0.0,1148,286,6.752270376141742
Brooklyn,Canarsie,40.64575,-73.90889,Private room,2,22,0.61,2,245,4.663439094112067
Queens,Glendale,40.70485,-73.87806,Entire home/apt,30,26,0.75,1,166,4.867534450455582
Brooklyn,Park Slope,40.67571259961131,-73.98076180368662,Entire home/apt,30,31,0.85,1,364,5.517452896464707
Brooklyn,Bedford-Stuyvesant,40.67708727238902,-73.91643528034007,Entire home/apt,30,15,0.49,1,363,5.247024072160486
Bronx,Morris Park,40.8515603,-73.8509612,Entire home/apt,30,10,0.27,1,319,4.499809670330265
Manhattan,Hell's Kitchen,40.7652495,-73.9896832,Entire home/apt,31,0,0.0,1148,352,5.934894195619588
Brooklyn,Williamsburg,40.7131,-73.96059,Entire home/apt,30,0,0.0,1,365,6.551080335043404
Manhattan,Washington Heights,40.84761,-73.94097,Private room,30,40,1.09,1,218,3.9512437185814275
Brooklyn,Greenpoint,40.7311839,-73.95796159999999,Private room,30,17,0.48,1,270,5.075173815233827
Brooklyn,Prospect-Lefferts Gardens,40.6617,-73.9594,Entire home/apt,30,0,0.0,1,358,6.396929655216146
Queens,Jamaica,40.68597,-73.79981,Entire home/apt,30,29,0.81,1,0,4.31748811353631
Staten Island,Shore Acres,40.60724,-74.06826,Entire home/apt,30,1,0.04,2,270,4.762173934797756
Manhattan,Chelsea,40.74666307525179,-73.9900666146469,Entire home/apt,30,4,0.13,1,362,5.703782474656201
Staten Island,Stapleton,40.6261876,-74.08396809999999,Entire home/apt,30,30,0.83,1,263,4.941642422609304
Brooklyn,Crown Heights,40.674209551900425,-73.91881819814444,Private room,30,47,1.31,3,136,4.442651256490317
Brooklyn,Park Slope,40.6717259,-73.9771604,Private room,2,131,3.68,1,87,5.225746673713202
Brooklyn,Prospect-Lefferts Gardens,40.65954,-73.9555,Entire home/apt,3,100,2.74,1,186,5.293304824724492
Brooklyn,Bay Ridge,40.62924,-74.02577,Entire home/apt,30,24,0.66,1,67,4.48863636973214
Staten Island,West Brighton,40.63146,-74.12369,Entire home/apt,30,0,0.0,3,270,4.787491742782046
Queens,St. Albans,40.70098328117943,-73.75617825218555,Private room,30,7,0.22,1,365,4.31748811353631
Manhattan,Upper East Side,40.77152,-73.95262,Entire home/apt,30,5,0.14,85,234,6.150602768446279
Queens,Astoria,40.76258,-73.90628,Private room,30,12,0.36,3,180,4.30406509320417
Queens,Astoria,40.76035,-73.9039,Private room,30,3,0.09,3,240,3.970291913552122
Queens,Astoria,40.76067,-73.90447,Private room,30,7,0.2,3,241,3.828641396489095
Manhattan,East Village,40.72768,-73.9912,Entire home/apt,30,32,0.91,1,306,5.389071729816501
Brooklyn,Bushwick,40.70057,-73.93915,Private room,30,6,0.18,19,355,3.7612001156935624
Manhattan,Midtown,40.76257,-73.97725,Private room,30,8,0.22,2,326,4.820281565605037
Brooklyn,South Slope,40.66189,-73.98598,Entire home/apt,30,81,2.21,1,198,5.10594547390058
Manhattan,East Harlem,40.79223,-73.94057,Private room,30,0,0.0,1,364,6.476972362889683
Brooklyn,East Flatbush,40.6504,-73.94943,Entire home/apt,2,28,2.9,1,305,5.579729825986222
Brooklyn,Brownsville,40.6555,-73.90648,Private room,1,74,2.01,3,351,4.820281565605037
Brooklyn,Brownsville,40.6574220038728,-73.90677325445647,Private room,1,78,2.12,3,342,4.804021044733257
Manhattan,Chinatown,40.71594,-73.992859,Private room,30,39,1.1,2,179,5.579729825986222
Manhattan,Nolita,40.7219,-73.996,Entire home/apt,30,1,0.91,1,210,5.645446897643238
Bronx,Parkchester,40.83369,-73.87373,Private room,30,6,0.18,1,335,3.828641396489095
Manhattan,East Harlem,40.78617,-73.94998850000002,Entire home/apt,31,0,0.0,1148,334,5.7899601708972535
Queens,Springfield Gardens,40.67406,-73.76267,Private room,2,117,3.18,1,251,4.941642422609304
Manhattan,Upper West Side,40.78836,-73.96834,Entire home/apt,30,51,1.4,9,365,5.68697535633982
Manhattan,Upper West Side,40.79452,-73.97467,Entire home/apt,30,32,0.89,5,348,5.3706380281276624
Brooklyn,Crown Heights,40.67253789407009,-73.92208911410326,Private room,30,34,0.93,1,90,3.912023005428146
Brooklyn,Bedford-Stuyvesant,40.69436,-73.94764,Private room,30,0,0.0,567,365,3.9318256327243257
Brooklyn,East New York,40.66715,-73.88862,Private room,30,46,1.26,2,179,5.187385805840755
Manhattan,Upper West Side,40.80065,-73.96413,Private room,30,1,0.06,567,365,4.07753744390572
Brooklyn,East New York,40.67066,-73.87602,Entire home/apt,30,1,0.04,1,363,4.852030263919617
Brooklyn,Bedford-Stuyvesant,40.69485,-73.94541,Private room,30,0,0.0,567,365,3.828641396489095
Brooklyn,Park Slope,40.67957,-73.97867,Entire home/apt,30,8,0.3,2,154,5.4510384535657
Queens,Richmond Hill,40.69428,-73.83535,Private room,3,123,3.35,3,28,4.189654742026425
Queens,Flushing,40.76272,-73.82854,Private room,31,36,1.0,1,318,5.123963979403259
Queens,Jamaica,40.70365,-73.78425,Entire home/apt,30,12,0.33,4,165,4.61512051684126
Manhattan,Hell's Kitchen,40.75904,-73.99326,Entire home/apt,30,65,1.78,16,60,6.543911845564792
Brooklyn,Bedford-Stuyvesant,40.69525,-73.94769,Private room,30,0,0.0,567,365,3.8066624897703196
Bronx,North Riverdale,40.90421,-73.89910499999999,Entire home/apt,30,27,0.74,3,63,4.882801922586371
Brooklyn,Bedford-Stuyvesant,40.69495,-73.94578,Private room,30,1,0.05,567,365,3.8501476017100584
Brooklyn,Williamsburg,40.71044,-73.95367,Private room,30,18,0.49,3,352,4.418840607796598
Brooklyn,Williamsburg,40.70608644521528,-73.93905116757614,Private room,3,91,2.9,3,208,4.941642422609304
Manhattan,Chelsea,40.73973,-73.9995,Entire home/apt,30,6,0.2,61,320,5.0106352940962555
Bronx,West Farms,40.8416636473708,-73.88460785846165,Private room,30,0,0.0,1,365,4.59511985013459
Brooklyn,Bedford-Stuyvesant,40.695187882446355,-73.94250501351884,Private room,30,7,0.22,6,299,4.07753744390572
Brooklyn,Bedford-Stuyvesant,40.694,-73.94444,Private room,30,7,0.19,6,299,4.143134726391533
Brooklyn,Bedford-Stuyvesant,40.69585,-73.94385,Private room,30,8,0.23,6,281,4.127134385045092
Brooklyn,Bedford-Stuyvesant,40.68211,-73.91768,Entire home/apt,30,7,0.22,1,335,5.075173815233827
Manhattan,Midtown,40.74561,-73.9822,Private room,30,2,0.06,25,305,4.605170185988092
Bronx,Wakefield,40.89757,-73.85753,Private room,30,3,0.1,4,365,4.48863636973214
Queens,Jamaica Estates,40.72011,-73.78896,Private room,30,0,0.0,3,364,4.04305126783455
Queens,Jamaica Estates,40.72099,-73.79115,Private room,30,0,0.0,3,364,4.060443010546419
Manhattan,Midtown,40.74461,-73.98537,Entire home/apt,30,4,0.11,2,365,5.313205979041787
Brooklyn,Williamsburg,40.7084,-73.95172,Entire home/apt,30,4,0.12,1,274,5.5254529391317835
Brooklyn,Bedford-Stuyvesant,40.69046,-73.93542,Entire home/apt,30,0,0.0,1,268,5.393627546352362
Brooklyn,East Flatbush,40.63911,-73.92754,Private room,30,1,0.03,1,365,4.787491742782046
Queens,Astoria,40.7628,-73.91135,Private room,30,12,0.33,2,365,5.0106352940962555
Brooklyn,Crown Heights,40.67621,-73.9425,Entire home/apt,2,33,1.16,1,107,5.568344503761097
Brooklyn,Canarsie,40.64967,-73.89819,Private room,1,39,1.17,2,357,4.969813299576001
Brooklyn,Canarsie,40.64828,-73.89653,Private room,1,27,0.81,2,353,5.0106352940962555
Manhattan,Gramercy,40.73763995840721,-73.98959049632174,Entire home/apt,2,60,1.67,1,172,6.428105272684596
Brooklyn,Prospect Heights,40.67678019937372,-73.96825856400407,Entire home/apt,4,28,0.97,1,26,5.831882477283517
Manhattan,Upper West Side,40.8009069,-73.96954989999999,Entire home/apt,31,0,0.0,1148,354,6.539585955617669
Brooklyn,Sheepshead Bay,40.59032,-73.94829,Entire home/apt,2,45,1.26,1,323,5.87493073085203
Bronx,Wakefield,40.89891,-73.85883,Private room,30,4,0.11,4,365,4.48863636973214
Bronx,Wakefield,40.89824,-73.85705,Private room,30,5,0.14,4,365,4.48863636973214
Brooklyn,East Flatbush,40.65917,-73.92704,Entire home/apt,30,27,0.75,1,364,5.272999558563747
Queens,Jamaica,40.68379565259276,-73.76652390197346,Entire home/apt,30,3,0.08,3,334,4.330733340286331
Manhattan,Murray Hill,40.75019,-73.97924,Private room,1,216,5.91,86,295,5.765191102784844
Manhattan,Murray Hill,40.74984,-73.97913,Private room,1,34,0.95,86,301,5.8289456176102075
Manhattan,Midtown,40.75143,-73.98095,Private room,1,93,2.55,86,291,5.680172609017068
