neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,log_price
Manhattan,Lower East Side,40.71937,-73.98387,Entire home/apt,50,39,0.26,1,79,5.384495062789089
Manhattan,Harlem,40.8239,-73.94242,Private room,30,667,4.13,2,240,3.8066624897703196
Brooklyn,Fort Greene,40.68687,-73.97074,Private room,30,72,0.7,1,274,6.035481432524756
Queens,Sunnyside,40.74709,-73.92056,Entire home/apt,30,4,0.03,2,364,4.727387818712341
Brooklyn,Bedford-Stuyvesant,40.68476,-73.94867,Private room,30,31,0.19,4,305,3.8918202981106265
Brooklyn,Boerum Hill,40.68739,-73.9897,Entire home/apt,150,4,0.02,1,358,5.991464547107982
Brooklyn,Park Slope,40.68104,-73.97548,Private room,180,64,0.39,1,365,4.634728988229636
Brooklyn,Prospect Heights,40.67379,-73.96623,Private room,30,229,1.51,1,365,4.962844630259907
Brooklyn,South Slope,40.66609,-73.98472,Entire home/apt,30,17,0.14,1,363,6.687108607866515
Brooklyn,Williamsburg,40.7149363238612,-73.96085072130779,Private room,2,259,1.61,1,267,5.075173815233827
Manhattan,Hell's Kitchen,40.76448,-73.98667,Private room,30,0,0.0,1,362,4.382026634673881
Brooklyn,Prospect Heights,40.67707,-73.97062,Entire home/apt,30,84,0.52,1,358,5.717027701406222
Brooklyn,Bedford-Stuyvesant,40.68567,-73.94865,Private room,30,68,0.42,4,299,3.8066624897703196
Brooklyn,Prospect Heights,40.67604,-73.96865,Entire home/apt,30,1,0.01,1,254,4.605170185988092
Brooklyn,Boerum Hill,40.68607,-73.98074,Entire home/apt,30,251,1.55,1,235,5.749392985908253
Brooklyn,Bushwick,40.69775,-73.92615,Entire home/apt,30,0,0.0,1,215,5.0106352940962555
Brooklyn,Windsor Terrace,40.6605,-73.98332,Entire home/apt,30,32,0.2,1,217,6.07073772800249
Brooklyn,Sunset Park,40.66272,-73.98913,Private room,30,20,0.13,3,150,4.382026634673881
Manhattan,Upper West Side,40.78105,-73.97858,Private room,30,99,0.61,1,241,4.31748811353631
Brooklyn,Prospect-Lefferts Gardens,40.66167,-73.96152,Entire home/apt,60,27,0.17,1,73,4.430816798843313
Manhattan,Greenwich Village,40.73249053955078,-73.99999237060547,Entire home/apt,30,115,0.73,6,321,5.730099782973574
Brooklyn,Bushwick,40.70209,-73.91476,Private room,30,35,0.24,1,133,3.7612001156935624
Manhattan,Harlem,40.82335,-73.95322,Entire home/apt,30,270,1.67,1,291,4.897839799950911
Brooklyn,Williamsburg,40.72057081537138,-73.96010448151357,Entire home/apt,30,44,0.29,2,269,5.730099782973574
Queens,Ridgewood,40.70873,-73.91732,Entire home/apt,30,154,0.96,1,218,4.68213122712422
Brooklyn,Clinton Hill,40.68955,-73.96681,Private room,30,2,0.01,1,365,5.247024072160486
Brooklyn,Williamsburg,40.70977,-73.95917,Entire home/apt,30,20,0.15,1,93,5.707110264748875
Brooklyn,Prospect-Lefferts Gardens,40.66051,-73.95078,Private room,30,19,0.12,3,240,4.343805421853684
Brooklyn,Windsor Terrace,40.66014,-73.98311,Private room,30,7,0.07,1,182,3.9889840465642745
Brooklyn,Crown Heights,40.67808,-73.9573,Private room,30,17,0.11,1,58,4.477336814478207
Brooklyn,Crown Heights,40.67382,-73.94012,Entire home/apt,30,257,1.61,3,348,4.836281906951478
Manhattan,Harlem,40.81711,-73.94736,Entire home/apt,3,290,2.06,2,180,5.493061443340548
Manhattan,Harlem,40.82193,-73.94175,Private room,30,21,0.13,2,120,4.499809670330265
Manhattan,Harlem,40.822964,-73.942474,Private room,30,64,0.4,2,219,4.499809670330265
Manhattan,East Village,40.72369,-73.97849,Private room,30,138,0.87,1,342,5.438079308923196
Manhattan,Hell's Kitchen,40.76119,-73.99225,Private room,30,24,0.15,2,355,5.1647859739235145
Brooklyn,Crown Heights,40.67432,-73.94744,Private room,30,130,0.82,3,60,4.406719247264253
Brooklyn,Bedford-Stuyvesant,40.68634,-73.95055,Private room,30,58,0.42,19,341,4.5217885770490405
Manhattan,Harlem,40.82274,-73.95408,Entire home/apt,30,8,0.05,2,93,5.438079308923196
Brooklyn,Williamsburg,40.71583,-73.96277,Entire home/apt,30,34,0.23,1,346,5.645446897643238
Queens,Astoria,40.77266,-73.92268,Private room,365,22,0.14,1,365,4.174387269895637
Brooklyn,Gravesend,40.60402,-73.97038,Entire home/apt,30,111,0.73,2,365,6.507277712385012
Manhattan,Harlem,40.80682,-73.94814,Entire home/apt,30,59,0.39,1,335,4.574710978503383
Manhattan,Nolita,40.72428,-73.99579,Private room,31,156,1.03,2,365,5.123963979403259
Queens,Sunnyside,40.74109,-73.92398,Private room,30,30,0.2,1,331,4.0943445622221
Brooklyn,Bedford-Stuyvesant,40.68278,-73.93863,Private room,30,20,0.15,2,177,4.983606621708336
Brooklyn,Prospect Heights,40.67942,-73.97252,Private room,30,101,0.64,3,297,4.418840607796598
Manhattan,Hell's Kitchen,40.76114,-73.99369,Entire home/apt,30,83,0.52,1,148,5.030437921392435
Manhattan,East Harlem,40.79046,-73.94576,Entire home/apt,30,255,1.6,1,120,4.787491742782046
Manhattan,Harlem,40.82875,-73.93969,Private room,30,31,0.8,2,365,4.07753744390572
Manhattan,Harlem,40.81695,-73.94723,Entire home/apt,2,334,2.24,2,132,4.8283137373023015
Manhattan,Upper West Side,40.77416,-73.98591,Entire home/apt,30,44,0.28,10,364,6.907755278982137
Staten Island,Tottenville,40.50863,-74.24135,Entire home/apt,30,106,0.72,1,334,5.0106352940962555
Brooklyn,Bedford-Stuyvesant,40.68308,-73.92416,Entire home/apt,90,3,0.02,1,365,4.90527477843843
Brooklyn,Crown Heights,40.67677,-73.96283,Entire home/apt,30,209,1.32,2,305,5.030437921392435
Staten Island,Tompkinsville,40.63139,-74.08169,Private room,30,24,0.17,2,364,4.248495242049359
Manhattan,Hell's Kitchen,40.76277923583984,-73.9910888671875,Private room,2,467,2.94,1,102,5.153291594497779
Queens,Astoria,40.75608,-73.91768,Private room,30,129,0.81,2,300,4.30406509320417
Brooklyn,Williamsburg,40.71406,-73.96749,Private room,30,8,0.05,1,89,5.0106352940962555
Manhattan,SoHo,40.72493743896485,-73.9961929321289,Entire home/apt,30,105,0.69,1,293,6.38856140554563
Brooklyn,Clinton Hill,40.68178,-73.96471,Private room,2,136,1.01,1,170,5.799092654460526
Manhattan,Gramercy,40.7334228896557,-73.9855102558238,Entire home/apt,30,244,1.57,1,59,5.60947179518496
Queens,Ridgewood,40.69958,-73.90251,Private room,30,31,0.21,1,212,4.110873864173311
Brooklyn,Williamsburg,40.71084,-73.96205,Entire home/apt,31,165,1.2,1,183,5.58724865840025
Manhattan,Lower East Side,40.71879,-73.99176,Entire home/apt,31,136,0.86,1,117,5.220355825078324
Brooklyn,Park Slope,40.67646,-73.97875,Private room,30,20,0.13,1,334,4.394449154672439
Manhattan,West Village,40.73523,-74.00341,Private room,30,6,0.08,1,365,5.14166355650266
Queens,Ridgewood,40.71028,-73.91649,Private room,30,1,0.01,2,178,4.605170185988092
Brooklyn,Sunset Park,40.65043,-74.00387,Private room,30,46,0.29,4,1,3.970291913552122
Manhattan,Murray Hill,40.74793,-73.97887,Entire home/apt,30,37,0.26,8,296,5.081404364984463
Manhattan,Murray Hill,40.74793,-73.97887,Entire home/apt,30,27,0.17,8,77,5.0689042022202315
Brooklyn,Crown Heights,40.67595,-73.95121,Entire home/apt,30,87,0.77,6,365,5.41610040220442
Brooklyn,Park Slope,40.68169,-73.9769,Entire home/apt,365,283,1.8,1,365,6.214608098422191
Brooklyn,Williamsburg,40.71404,-73.96077,Entire home/apt,30,82,0.54,2,334,6.396929655216146
Brooklyn,Bedford-Stuyvesant,40.69149,-73.93662,Private room,4,396,2.5,1,338,5.247024072160486
Brooklyn,Williamsburg,40.709278,-73.954689,Entire home/apt,3,611,3.86,2,250,5.5053315359323625
Brooklyn,Prospect-Lefferts Gardens,40.6582,-73.95088,Private room,30,19,0.12,3,274,4.356708826689592
Queens,Woodside,40.74836,-73.89686,Entire home/apt,30,98,0.87,3,292,4.553876891600541
Staten Island,Concord,40.60066,-74.08902,Private room,30,65,0.41,3,362,4.356708826689592
Manhattan,East Village,40.72544,-73.9805,Private room,30,140,0.89,1,179,6.380122536899765
Manhattan,Harlem,40.80749,-73.94853,Entire home/apt,30,11,0.08,1,362,5.598421958998375
Manhattan,East Village,40.7288,-73.98731,Entire home/apt,30,91,0.6,1,305,5.278114659230517
Staten Island,Concord,40.60194,-74.09024,Private room,30,29,0.18,3,358,4.060443010546419
Brooklyn,Carroll Gardens,40.68176,-73.99473,Private room,30,113,0.72,1,365,5.480638923341991
Brooklyn,Clinton Hill,40.68375,-73.96142,Entire home/apt,30,580,3.72,1,84,5.298317366548036
Queens,Woodside,40.7484,-73.89892,Entire home/apt,30,77,0.7,3,290,4.553876891600541
Queens,Woodside,40.74874,-73.89746,Entire home/apt,30,75,0.48,3,336,4.553876891600541
Manhattan,Greenwich Village,40.73524,-73.99817,Entire home/apt,60,0,0.0,1,365,5.521460917862246
Manhattan,East Village,40.72585,-73.98542,Entire home/apt,30,98,0.62,1,3,4.477336814478207
Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,1,135,0.89,29,68,6.059123195581797
Brooklyn,Greenpoint,40.73756,-73.9535,Entire home/apt,1,191,1.27,29,60,6.1070228877422545
Brooklyn,Greenpoint,40.72516,-73.95004,Private room,30,48,0.31,2,274,4.060443010546419
Manhattan,Upper West Side,40.78615,-73.97454,Entire home/apt,30,21,0.15,11,353,5.713732805509369
Manhattan,Upper West Side,40.78552,-73.97435,Entire home/apt,30,23,0.15,11,344,5.438079308923196
Queens,Astoria,40.76797,-73.91625,Private room,30,77,0.49,2,178,4.605170185988092
Manhattan,Upper West Side,40.79995346069336,-73.96089172363281,Private room,30,74,0.53,1,358,4.276666119016055
Brooklyn,Greenpoint,40.73737,-73.95354,Entire home/apt,3,115,0.73,1,139,5.707110264748875
Brooklyn,Bushwick,40.69266,-73.90362,Entire home/apt,30,124,0.81,2,365,5.1647859739235145
Manhattan,SoHo,40.72734,-74.00094,Entire home/apt,30,16,0.1,2,144,5.298317366548036
Manhattan,East Village,40.73171,-73.98615,Private room,30,96,0.65,2,345,4.762173934797756
Brooklyn,Bedford-Stuyvesant,40.68023419130707,-73.93856346191183,Entire home/apt,3,216,1.42,1,265,5.0106352940962555
Queens,Long Island City,40.7588,-73.92815,Private room,30,13,0.08,16,362,3.8501476017100584
Manhattan,West Village,40.73464,-74.00349,Entire home/apt,30,1,0.01,1,173,6.214608098422191
Bronx,Allerton,40.8666,-73.85532,Private room,30,49,0.31,1,270,4.343805421853684
Queens,Astoria,40.76592,-73.92707,Private room,30,129,0.82,1,89,4.454347296253507
Manhattan,Upper West Side,40.78349,-73.98221,Entire home/apt,30,18,0.12,2,354,5.961005339623274
Manhattan,Upper West Side,40.7988,-73.96113,Private room,30,21,0.14,1,89,5.135798437050262
Queens,Bayside,40.7565,-73.7616,Entire home/apt,30,84,0.57,1,365,5.749392985908253
Brooklyn,Downtown Brooklyn,40.69619,-73.98324,Entire home/apt,30,89,0.57,1,84,5.135798437050262
Manhattan,Upper West Side,40.794971739805746,-73.97383419264895,Private room,30,91,0.58,2,336,4.605170185988092
Brooklyn,Bedford-Stuyvesant,40.69908,-73.95317,Entire home/apt,30,61,0.39,1,40,5.062595033026967
Queens,Flushing,40.75493,-73.8236,Private room,30,31,0.23,2,359,3.9512437185814275
Brooklyn,Bedford-Stuyvesant,40.68167,-73.93801,Private room,30,2,0.01,2,178,4.859812404361672
Brooklyn,Flatbush,40.64075,-73.96377,Entire home/apt,30,67,0.43,1,203,4.852030263919617
Manhattan,Upper West Side,40.79865,-73.97135,Entire home/apt,30,16,0.18,2,354,5.560681631015528
Manhattan,West Village,40.73277,-74.00267,Entire home/apt,1,420,2.69,5,49,5.846438775057725
Manhattan,Lower East Side,40.71562,-73.98401,Private room,30,73,0.47,1,299,4.290459441148391
Brooklyn,Bedford-Stuyvesant,40.68139,-73.91538,Entire home/apt,30,94,0.74,4,360,5.241747015059643
Brooklyn,Bedford-Stuyvesant,40.68175,-73.91372,Entire home/apt,30,81,0.53,4,313,5.10594547390058
Manhattan,Murray Hill,40.74793,-73.98017,Private room,30,7,0.05,2,252,4.941642422609304
Manhattan,Chelsea,40.74222,-74.00381,Entire home/apt,60,8,0.05,1,315,5.517452896464707
Manhattan,Upper West Side,40.77149,-73.98071,Entire home/apt,30,64,0.41,1,228,5.438079308923196
Queens,Ditmars Steinway,40.77559,-73.9072,Entire home/apt,30,12,0.33,1,362,5.41610040220442
Brooklyn,Williamsburg,40.7072505,-73.9399195,Private room,3,125,0.81,3,196,4.912654885736052
Manhattan,Washington Heights,40.83485,-73.94943,Private room,30,1,0.01,1,363,4.3694478524670215
Manhattan,Harlem,40.8055,-73.94696,Entire home/apt,30,8,0.05,2,362,5.521460917862246
Manhattan,Upper East Side,40.76963,-73.95034,Private room,30,65,0.45,1,365,4.394449154672439
Manhattan,Washington Heights,40.85551,-73.93459,Entire home/apt,30,29,0.2,1,325,4.204692619390966
Brooklyn,Crown Heights,40.67265,-73.94803,Private room,30,82,0.53,3,347,4.356708826689592
Manhattan,Greenwich Village,40.72823,-74.00126,Entire home/apt,30,102,0.67,1,344,5.602118820879701
Manhattan,Harlem,40.82106,-73.95605,Private room,30,104,0.68,4,270,4.59511985013459
Manhattan,Harlem,40.82031481940737,-73.95404833355482,Private room,30,86,0.55,4,72,4.553876891600541
Manhattan,East Harlem,40.79016,-73.95092,Shared room,30,151,1.03,1,335,3.6635616461296463
Brooklyn,Bedford-Stuyvesant,40.68593,-73.93254,Private room,30,36,0.24,1,363,4.007333185232471
Brooklyn,Greenpoint,40.7203,-73.93965,Entire home/apt,60,11,0.07,1,107,4.553876891600541
Manhattan,Upper West Side,40.79525,-73.96385,Private room,31,199,1.28,1,255,4.955827057601261
Brooklyn,Bedford-Stuyvesant,40.68471,-73.94073,Private room,30,94,1.07,2,318,3.8918202981106265
Manhattan,East Village,40.73298,-73.98694,Shared room,30,48,0.34,3,274,4.852030263919617
Brooklyn,Crown Heights,40.66559,-73.93348,Entire home/apt,30,9,0.23,2,293,4.5217885770490405
Queens,College Point,40.78365,-73.8381,Entire home/apt,30,65,0.42,1,273,5.8664680569332965
Brooklyn,Bedford-Stuyvesant,40.69135263700129,-73.95725161773552,Entire home/apt,30,305,1.96,1,159,4.543294782270004
Brooklyn,Sunset Park,40.66241,-73.99197,Entire home/apt,30,80,0.66,3,168,4.700480365792417
Manhattan,East Village,40.73172,-73.98985,Entire home/apt,30,96,0.65,1,362,6.745236349484363
Brooklyn,Flatbush,40.63145,-73.95882,Entire home/apt,30,288,1.9,1,307,4.812184355372417
Manhattan,Upper West Side,40.78711,-73.97226,Entire home/apt,30,109,0.72,1,157,5.860786223465865
Manhattan,Harlem,40.82771,-73.94468,Entire home/apt,30,14,0.1,1,274,4.68213122712422
Manhattan,Chinatown,40.71738,-73.99231,Entire home/apt,30,97,0.62,1,122,4.787491742782046
Brooklyn,Prospect-Lefferts Gardens,40.66077,-73.9569,Private room,4,103,0.78,2,306,5.10594547390058
Brooklyn,Williamsburg,40.71586,-73.9453,Entire home/apt,30,275,1.8,3,242,5.075173815233827
Brooklyn,Bushwick,40.68769,-73.91286,Entire home/apt,30,54,0.36,3,285,5.293304824724492
Manhattan,Greenwich Village,40.72959300603329,-73.99946608183235,Entire home/apt,30,35,0.25,1,295,4.787491742782046
Brooklyn,Williamsburg,40.71204,-73.96459,Entire home/apt,30,38,0.27,2,92,4.997212273764115
Brooklyn,Crown Heights,40.67506,-73.95866,Entire home/apt,30,93,0.67,2,156,5.342334251964811
Brooklyn,Gowanus,40.66822,-73.99365,Private room,30,258,1.73,1,336,4.605170185988092
Brooklyn,Williamsburg,40.70943,-73.92446,Private room,31,13,0.09,3,307,3.970291913552122
Manhattan,Upper West Side,40.79455,-73.97188,Private room,30,231,1.57,1,180,5.303304908059076
Brooklyn,Park Slope,40.67562,-73.98259,Private room,30,16,0.11,2,185,4.110873864173311
Brooklyn,Williamsburg,40.71301,-73.94752,Entire home/apt,30,33,0.22,1,335,5.517452896464707
Brooklyn,Sunset Park,40.64805,-74.00886,Private room,30,58,0.38,4,231,3.7612001156935624
Brooklyn,Greenpoint,40.73336,-73.95815,Private room,31,12,0.1,1,306,4.04305126783455
Brooklyn,Crown Heights,40.67103,-73.95649,Entire home/apt,30,210,1.36,1,321,4.634728988229636
Brooklyn,Kensington,40.64541,-73.97307,Entire home/apt,30,243,1.59,1,365,4.553876891600541
Manhattan,Morningside Heights,40.814278,-73.960243,Entire home/apt,30,19,0.13,1,132,5.19295685089021
Manhattan,Upper West Side,40.80196,-73.96349,Entire home/apt,90,81,0.53,1,59,5.220355825078324
Queens,Flushing,40.75087,-73.80999,Private room,1,319,2.09,1,123,4.31748811353631
Manhattan,Murray Hill,40.74558,-73.97187,Entire home/apt,30,0,0.0,1,365,6.214608098422191
Brooklyn,Prospect Heights,40.6799,-73.96535,Entire home/apt,30,78,0.53,3,353,6.054439346269371
Manhattan,Upper West Side,40.78605,-73.97092,Entire home/apt,31,57,0.37,1,163,5.159055299214529
Brooklyn,Bedford-Stuyvesant,40.68533,-73.95925,Entire home/apt,30,49,0.32,1,315,5.634789603169249
Manhattan,Chelsea,40.73976,-73.99512,Entire home/apt,30,62,0.42,1,257,5.521460917862246
Manhattan,Chelsea,40.7458,-73.99857,Entire home/apt,30,271,1.85,2,252,6.175867270105761
Brooklyn,Crown Heights,40.67075,-73.95179,Entire home/apt,30,2,0.01,1,309,5.521460917862246
Brooklyn,Bedford-Stuyvesant,40.68838398698687,-73.93455910435819,Private room,7,193,1.27,1,30,4.1588830833596715
Brooklyn,Clinton Hill,40.68767,-73.96468,Private room,30,66,0.43,2,325,4.897839799950911
Brooklyn,DUMBO,40.70268,-73.98768,Private room,30,35,0.23,1,148,4.736198448394496
Manhattan,Harlem,40.81213,-73.9538,Private room,30,40,0.27,1,119,3.970291913552122
Brooklyn,Williamsburg,40.7074,-73.94605,Private room,3,138,0.9,1,22,4.74493212836325
Manhattan,Harlem,40.81061,-73.94505,Entire home/apt,30,93,0.61,3,304,4.499809670330265
Brooklyn,Sunset Park,40.64849853515625,-74.0079345703125,Private room,30,56,0.37,4,276,3.8066624897703196
Brooklyn,DUMBO,40.70269,-73.9873,Entire home/apt,40,16,0.11,1,93,4.553876891600541
Manhattan,East Village,40.73024,-73.98147,Private room,30,713,4.67,1,221,4.653960350157523
Queens,Ridgewood,40.70875,-73.91654,Private room,30,140,0.91,2,331,4.727387818712341
Manhattan,Upper West Side,40.7826,-73.97451,Entire home/apt,30,9,0.07,17,167,5.429345628954441
Manhattan,Midtown,40.74322,-73.98362,Entire home/apt,30,148,0.97,1,365,6.620073206530356
Brooklyn,DUMBO,40.70218,-73.98719,Private room,30,393,2.58,2,365,5.857933154483459
Bronx,City Island,40.8524,-73.78768,Entire home/apt,30,111,0.74,2,60,4.700480365792417
Queens,East Elmhurst,40.76514,-73.88991,Entire home/apt,30,203,1.34,4,243,4.605170185988092
Manhattan,Harlem,40.82405,-73.94,Entire home/apt,40,0,0.0,3,362,4.605170185988092
Brooklyn,Bedford-Stuyvesant,40.69063,-73.92466,Private room,30,43,0.32,3,145,4.3694478524670215
Brooklyn,Brooklyn Heights,40.6947,-73.99525,Entire home/apt,30,13,0.1,1,363,5.703782474656201
Queens,Astoria,40.75725,-73.91811,Entire home/apt,30,314,2.07,2,313,4.356708826689592
Brooklyn,Fort Greene,40.68921,-73.97261,Entire home/apt,30,18,0.12,2,137,4.709530201312334
Manhattan,Harlem,40.80558,-73.94497,Entire home/apt,30,209,1.41,4,293,5.1298987149230735
Manhattan,Harlem,40.80825,-73.94124,Private room,30,416,2.73,2,365,5.10594547390058
Manhattan,Harlem,40.8066,-73.94861,Entire home/apt,30,28,0.19,1,173,5.1647859739235145
Manhattan,Upper West Side,40.78566,-73.97271,Entire home/apt,30,15,0.1,11,346,5.480638923341991
Manhattan,Upper West Side,40.78687,-73.9746,Entire home/apt,30,27,0.19,11,356,5.739792912179234
Manhattan,Upper West Side,40.78741,-73.97321,Entire home/apt,30,28,0.23,11,336,5.44673737166631
Brooklyn,Clinton Hill,40.69235,-73.96938,Entire home/apt,30,117,0.77,2,347,5.552959584921617
Queens,Astoria,40.76472,-73.9264,Entire home/apt,30,82,0.54,1,172,5.075173815233827
Manhattan,Harlem,40.82144,-73.95481,Private room,30,210,1.39,1,60,3.970291913552122
Bronx,Norwood,40.8769982,-73.88626049999999,Entire home/apt,30,3,0.1,1,359,4.477336814478207
Queens,Long Island City,40.7456,-73.948,Private room,30,13,0.09,1,271,4.1588830833596715
Bronx,Concourse,40.82102,-73.92702,Private room,2,72,0.53,3,52,4.477336814478207
Manhattan,East Village,40.72154,-73.98174,Entire home/apt,30,56,0.37,1,347,6.07993319509559
Brooklyn,Bushwick,40.695,-73.91197,Private room,30,86,0.57,3,336,3.8501476017100584
Queens,East Elmhurst,40.76359,-73.891,Entire home/apt,30,59,0.39,4,330,4.927253685157205
Queens,Astoria,40.75608,-73.91768,Private room,30,89,0.59,2,335,4.330733340286331
Brooklyn,Greenpoint,40.72424,-73.93964,Private room,30,8,0.21,1,161,4.204692619390966
Brooklyn,Bedford-Stuyvesant,40.68089,-73.93557,Entire home/apt,30,63,0.43,1,128,4.787491742782046
Manhattan,Chelsea,40.74460983276367,-73.99671936035156,Entire home/apt,30,177,1.17,1,97,6.4967749901858625
Brooklyn,Prospect-Lefferts Gardens,40.65916,-73.95043,Private room,30,103,0.68,17,365,4.110873864173311
Queens,Flushing,40.75533122045313,-73.81783313404458,Private room,2,442,2.91,1,130,4.394449154672439
Manhattan,Hell's Kitchen,40.76322,-73.99226,Entire home/apt,30,38,0.25,3,365,5.356586274672012
Brooklyn,Flatbush,40.64944,-73.95562,Private room,30,63,0.42,1,364,4.61512051684126
Brooklyn,Williamsburg,40.71819,-73.95541,Entire home/apt,30,225,1.5,1,237,5.220355825078324
Manhattan,Harlem,40.81367,-73.94426,Entire home/apt,30,33,0.22,2,267,5.521460917862246
Manhattan,Upper East Side,40.7673,-73.97026,Entire home/apt,30,95,0.63,1,180,6.1092475827643655
Manhattan,East Village,40.72784,-73.98849,Entire home/apt,30,19,0.14,1,217,5.075173815233827
Brooklyn,Bedford-Stuyvesant,40.68683,-73.92891,Entire home/apt,30,0,0.0,1,173,5.298317366548036
Manhattan,Upper East Side,40.77451,-73.9574,Entire home/apt,30,186,1.23,1,270,6.395261598115449
Queens,Sunnyside,40.74405,-73.91594,Entire home/apt,30,10,0.07,3,177,5.062595033026967
